id,name_original,name_key,model_path,category,source,classification_source,canonical_character,origin_work,origin_type,origin_status,origin_note,related_origin_work,origin_sources,origin_local_evidence
220,贞德,Name_zhendeRuler,../DATA/CHARACTER/ROLEACTION/220.x,formal,official_client_hero_c.dat,300data.com,貞德（Ruler）,Fate/Apocrypha,小說／動畫,角色身分對照,,,https://300data.com/hero/220.html; https://300data.com/data/api/hero_info/id/220,evidence/hero-backgrounds/220.json
221,黑贞德,Name_zhendeAvenger,../DATA/CHARACTER/ROLEACTION/221.x,formal,official_client_hero_c.dat,300data.com,貞德〔Alter〕／黑貞德（Avenger）,Fate/Grand Order,遊戲／動漫,角色身分對照,,,https://300data.com/hero/221.html; https://300data.com/data/api/hero_info/id/221,evidence/hero-backgrounds/221.json
222,玉藻前,Name_YuZaoQian,../DATA/CHARACTER/ROLEACTION/222.x,formal,official_client_hero_c.dat,300data.com,玉藻前,Fate/EXTRA 系列,遊戲／動畫,角色身分對照,,,https://300data.com/hero/222.html; https://300data.com/data/api/hero_info/id/222,evidence/hero-backgrounds/222.json
223,三千院凪,Name_sanqianyuanzhi,../DATA/CHARACTER/ROLEACTION/223.x,formal,official_client_hero_c.dat,300data.com,三千院凪,旋風管家！,漫畫／動畫,角色身分對照,,,https://300data.com/hero/223.html; https://300data.com/data/api/hero_info/id/223,evidence/hero-backgrounds/223.json
224,君莫笑,Name_Junmoxiao,../DATA/CHARACTER/ROLEACTION/224.x,formal,official_client_hero_c.dat,300data.com,君莫笑（葉修操縱的遊戲角色）,全職高手,小說／中國動畫,角色身分對照,「君莫笑」是小說／動畫內的遊戲帳號角色，操縱者為葉修。,,https://300data.com/hero/224.html; https://300data.com/data/api/hero_info/id/224,evidence/hero-backgrounds/224.json
225,夜雨声烦,Name_yeyushengfan,../DATA/CHARACTER/ROLEACTION/225.x,formal,official_client_hero_c.dat,300data.com,夜雨聲煩（黃少天操縱的遊戲角色）,全職高手,小說／中國動畫,角色身分對照,「夜雨聲煩」是小說／動畫內的遊戲帳號角色，操縱者為黃少天。,,https://300data.com/hero/225.html; https://300data.com/data/api/hero_info/id/225,evidence/hero-backgrounds/225.json
226,库·丘林,Name_kuqiulin,../DATA/CHARACTER/ROLEACTION/226.x,formal,official_client_hero_c.dat,300data.com,库·丘林,Fate/stay night,遊戲／動漫,角色身分對照,,,https://300data.com/hero/226.html; https://300data.com/data/api/hero_info/id/226,evidence/hero-backgrounds/226.json
227,小一,Name_heiqiyihu,../DATA/CHARACTER/ROLEACTION/227.x,formal,official_client_hero_c.dat,300data.com,黑崎一護,BLEACH 死神,漫畫／動畫,角色身分對照,,,https://300data.com/hero/227.html; https://300data.com/data/api/hero_info/id/227,evidence/hero-backgrounds/227.json
228,塞巴斯蒂安,Name_SaiBaSiDiAn,../DATA/CHARACTER/ROLEACTION/228.x,formal,official_client_hero_c.dat,300data.com,賽巴斯欽·米卡艾利斯,黑執事,漫畫／動畫,角色身分對照,,,https://300data.com/hero/228.html; https://300data.com/data/api/hero_info/id/228,evidence/hero-backgrounds/228.json
229,安兹乌尔恭,Name_Anzi,../DATA/CHARACTER/ROLEACTION/229.x,formal,official_client_hero_c.dat,300data.com,安茲·烏爾·恭,OVERLORD,小說／動畫,角色身分對照,,,https://300data.com/hero/229.html; https://300data.com/data/api/hero_info/id/229,evidence/hero-backgrounds/229.json
230,芙兰朵露,Name_fulanduolu,../DATA/CHARACTER/ROLEACTION/230.x,formal,official_client_hero_c.dat,300data.com,芙兰朵露,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/230.html; https://300data.com/data/api/hero_info/id/230,evidence/hero-backgrounds/230.json
231,阿库娅,Name_akuya,../DATA/CHARACTER/ROLEACTION/231.x,formal,official_client_hero_c.dat,300data.com,阿库娅,為美好的世界獻上祝福！,小說／動畫,角色身分對照,,,https://300data.com/hero/231.html; https://300data.com/data/api/hero_info/id/231,evidence/hero-backgrounds/231.json
232,阿尔泰尔,Name_aertaier,../DATA/CHARACTER/ROLEACTION/232.x,formal,official_client_hero_c.dat,300data.com,阿尔泰尔,Re:CREATORS,動畫,角色身分對照,,,https://300data.com/hero/232.html; https://300data.com/data/api/hero_info/id/232,evidence/hero-backgrounds/232.json
233,珂朵莉,Name_KeDuoLi,../DATA/CHARACTER/ROLEACTION/233.x,formal,official_client_hero_c.dat,300data.com,珂朵莉·諾塔·瑟尼歐里斯,末日時在做什麼？有沒有空？可以來拯救嗎？,小說／動畫,角色身分對照,,,https://300data.com/hero/233.html; https://300data.com/data/api/hero_info/id/233,evidence/hero-backgrounds/233.json
234,康娜,Name_kangna,../DATA/CHARACTER/ROLEACTION/234.x,formal,official_client_hero_c.dat,300data.com,康娜·卡姆依,小林家的龍女僕,漫畫／動畫,角色身分對照,,,https://300data.com/hero/234.html; https://300data.com/data/api/hero_info/id/234,evidence/hero-backgrounds/234.json
235,神裂火织,Name_ShenLieHuoZhi,../DATA/CHARACTER/ROLEACTION/235.x,formal,official_client_hero_c.dat,300data.com,神裂火织,魔法禁書目錄／科學超電磁砲,小說／漫畫／動畫,角色身分對照,,,https://300data.com/hero/235.html; https://300data.com/data/api/hero_info/id/235,evidence/hero-backgrounds/235.json
236,佩姬,Name_PeiJi,../DATA/CHARACTER/ROLEACTION/236.x,formal,official_client_hero_c.dat,300data.com,佩姬,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/236.html; https://300data.com/data/api/hero_info/id/236,evidence/hero-backgrounds/236.json
237,雅儿贝德,Name_YaErBeiDe,../DATA/CHARACTER/ROLEACTION/237.x,formal,official_client_hero_c.dat,300data.com,雅儿贝德,OVERLORD,小說／動畫,角色身分對照,,,https://300data.com/hero/237.html; https://300data.com/data/api/hero_info/id/237,evidence/hero-backgrounds/237.json
238,爱蜜莉雅,Name_Emilia,../DATA/CHARACTER/ROLEACTION/238.x,formal,official_client_hero_c.dat,300data.com,爱蜜莉雅,Re:從零開始的異世界生活,小說／動畫,角色身分對照,,,https://300data.com/hero/238.html; https://300data.com/data/api/hero_info/id/238,evidence/hero-backgrounds/238.json
239,夜斗,Name_yedou,../DATA/CHARACTER/ROLEACTION/239.x,formal,official_client_hero_c.dat,300data.com,夜斗,流浪神差／野良神,漫畫／動畫,角色身分對照,,,https://300data.com/hero/239.html; https://300data.com/data/api/hero_info/id/239,evidence/hero-backgrounds/239.json
240,西行寺幽幽子,Name_Xixingsiyouyouzi,../DATA/CHARACTER/ROLEACTION/240.x,formal,official_client_hero_c.dat,300data.com,西行寺幽幽子,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/240.html; https://300data.com/data/api/hero_info/id/240,evidence/hero-backgrounds/240.json
241,我妻由乃,Name_woqiyounai,../DATA/CHARACTER/ROLEACTION/241.x,formal,official_client_hero_c.dat,300data.com,我妻由乃,未來日記,漫畫／動畫,角色身分對照,,,https://300data.com/hero/241.html; https://300data.com/data/api/hero_info/id/241,evidence/hero-backgrounds/241.json
242,潘多拉,Name_PanDuoLa,../DATA/CHARACTER/ROLEACTION/242.x,formal,official_client_hero_c.dat,300data.com,潘多拉,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/242.html; https://300data.com/data/api/hero_info/id/242,evidence/hero-backgrounds/242.json
243,常昊灵,Name_changhaoling,../DATA/CHARACTER/ROLEACTION/243.x,formal,official_client_hero_c.dat,300data.com,常昊灵,畫江湖之不良人,中國動畫,角色身分對照,,,https://300data.com/hero/243.html; https://300data.com/data/api/hero_info/id/243,evidence/hero-backgrounds/243.json
244,常宣灵,Name_changxuanling,../DATA/CHARACTER/ROLEACTION/244.x,formal,official_client_hero_c.dat,300data.com,常宣灵,畫江湖之不良人,中國動畫,角色身分對照,,,https://300data.com/hero/244.html; https://300data.com/data/api/hero_info/id/244,evidence/hero-backgrounds/244.json
245,曹焱兵,Name_caoyanbing,../DATA/CHARACTER/ROLEACTION/245.x,formal,official_client_hero_c.dat,300data.com,曹焱兵,鎮魂街,中國漫畫／動畫,角色身分對照,,,https://300data.com/hero/245.html; https://300data.com/data/api/hero_info/id/245,evidence/hero-backgrounds/245.json
246,少司命,Name_shaosiming,../DATA/CHARACTER/ROLEACTION/246.x,formal,official_client_hero_c.dat,300data.com,少司命,秦時明月,中國動畫,角色身分對照,,,https://300data.com/hero/246.html; https://300data.com/data/api/hero_info/id/246,evidence/hero-backgrounds/246.json
247,迪斯卓尔,Name_disizhuoer,../DATA/CHARACTER/ROLEACTION/247.x,formal,official_client_hero_c.dat,300data.com,迪斯卓尔,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/247.html; https://300data.com/data/api/hero_info/id/247,evidence/hero-backgrounds/247.json
248,琉璃,Name_liuli,../DATA/CHARACTER/ROLEACTION/248.x,formal,official_client_hero_c.dat,300data.com,琉璃,雛蜂,中國漫畫／動畫,角色身分對照,,,https://300data.com/hero/248.html; https://300data.com/data/api/hero_info/id/248,evidence/hero-backgrounds/248.json
249,爱丽丝,Name_AiLiSi,../DATA/CHARACTER/ROLEACTION/249.x,formal,official_client_hero_c.dat,300data.com,愛麗絲·滋貝魯庫（Alice Zuberg）,刀劍神域 Sword Art Online,小說／動畫,角色身分對照,,,https://300data.com/hero/249.html; https://300data.com/data/api/hero_info/id/249,evidence/hero-backgrounds/249.json
250,伍六七,Name_WuLiuQi,../DATA/CHARACTER/ROLEACTION/250.x,formal,official_client_hero_c.dat,300data.com,伍六七,伍六七／刺客伍六七,中國動畫,角色身分對照,,,https://300data.com/hero/250.html; https://300data.com/data/api/hero_info/id/250,evidence/hero-backgrounds/250.json
251,蕾西亚,Name_LeiXiYa,../DATA/CHARACTER/ROLEACTION/251.x,formal,official_client_hero_c.dat,300data.com,蕾西亚,BEATLESS 沒有心跳的少女,小說／動畫,角色身分對照,,,https://300data.com/hero/251.html; https://300data.com/data/api/hero_info/id/251,evidence/hero-backgrounds/251.json
253,美杜莎,Name_MeiDuSha,../DATA/CHARACTER/ROLEACTION/253.x,formal,official_client_hero_c.dat,300data.com,美杜莎,Fate/stay night,遊戲／動漫,角色身分對照,,,https://300data.com/hero/253.html; https://300data.com/data/api/hero_info/id/253,evidence/hero-backgrounds/253.json
254,间桐樱,Name_JianTongYing,../DATA/CHARACTER/ROLEACTION/254.x,formal,official_client_hero_c.dat,300data.com,间桐樱,Fate/stay night,遊戲／動漫,角色身分對照,,,https://300data.com/hero/254.html; https://300data.com/data/api/hero_info/id/254; https://news.17173.com/content/07232019/152636661.shtml,evidence/hero-backgrounds/254.json
255,乔鲁诺·乔巴纳,Name_qiaolunuoqiaobana,../DATA/CHARACTER/ROLEACTION/255.x,formal,official_client_hero_c.dat,300data.com,乔鲁诺·乔巴纳,JoJo 的奇妙冒險 第五部：黃金之風,漫畫／動畫,角色身分對照,,,https://300data.com/hero/255.html; https://300data.com/data/api/hero_info/id/255,evidence/hero-backgrounds/255.json
256,埼玉,Name_QiYu,../DATA/CHARACTER/ROLEACTION/256.x,formal,official_client_hero_c.dat,300data.com,埼玉,一拳超人 ONE-PUNCH MAN,漫畫／動畫,角色身分對照,,,https://300data.com/hero/256.html; https://300data.com/data/api/hero_info/id/256,evidence/hero-backgrounds/256.json
257,妮姆芙,Name_nymph,../DATA/CHARACTER/ROLEACTION/257.x,formal,official_client_hero_c.dat,300data.com,妮姆芙,天降之物,漫畫／動畫,角色身分對照,,,https://300data.com/hero/257.html; https://300data.com/data/api/hero_info/id/257,evidence/hero-backgrounds/257.json
258,波风水门,Name_bofengshuimen,../DATA/CHARACTER/ROLEACTION/258.x,formal,official_client_hero_c.dat,300data.com,波风水门,火影忍者 NARUTO,漫畫／動畫,角色身分對照,,,https://300data.com/hero/258.html; https://300data.com/data/api/hero_info/id/258,evidence/hero-backgrounds/258.json
259,伍六七,Name_WuLiuQi,../DATA/CHARACTER/ROLEACTION/259.x,extra,official_client_hero_c.dat,300data.com,伍六七,伍六七／刺客伍六七,中國動畫,角色身分對照,伍六七的額外資料 ID；與 ID 250 分開保留，非新增原作人物。,,https://300data.com/hero/259.html; https://300data.com/data/api/hero_info/id/259,evidence/hero-backgrounds/259.json
260,莉法,Name_LiFa,../DATA/CHARACTER/ROLEACTION/260.x,formal,official_client_hero_c.dat,300data.com,莉法,刀劍神域 Sword Art Online,小說／動畫,角色身分對照,,,https://300data.com/hero/260.html; https://300data.com/data/api/hero_info/id/260,evidence/hero-backgrounds/260.json
262,爱丽丝·玛格特罗依德,Name_ailisi_M,../DATA/CHARACTER/ROLEACTION/262.x,formal,official_client_hero_c.dat,300data.com,爱丽丝·玛格特罗依德,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/262.html; https://300data.com/data/api/hero_info/id/262; https://news.17173.com/content/07232019/152636661.shtml,evidence/hero-backgrounds/262.json
263,真红,Name_zhenhong,../DATA/CHARACTER/ROLEACTION/263.x,formal,official_client_hero_c.dat,300data.com,真红,薔薇少女 Rozen Maiden,漫畫／動畫,角色身分對照,,,https://300data.com/hero/263.html; https://300data.com/data/api/hero_info/id/263,evidence/hero-backgrounds/263.json
264,美游,Name_meiyou,../DATA/CHARACTER/ROLEACTION/264.x,formal,official_client_hero_c.dat,300data.com,美遊·艾德費爾特,Fate/kaleid liner 魔法少女☆伊莉雅,漫畫／動畫,角色身分對照,,,https://300data.com/hero/264.html; https://300data.com/data/api/hero_info/id/264,evidence/hero-backgrounds/264.json
265,格蕾,Name_GeLei2,../DATA/CHARACTER/ROLEACTION/265.x,formal,official_client_hero_c.dat,300data.com,格蕾,艾梅洛閣下II世事件簿,小說／動畫,角色身分對照,,,https://300data.com/hero/265.html; https://300data.com/data/api/hero_info/id/265,evidence/hero-backgrounds/265.json
266,冯宝宝,Name_FengBaoBao,../DATA/CHARACTER/ROLEACTION/266.x,formal,official_client_hero_c.dat,300data.com,冯宝宝,一人之下,中國漫畫／動畫,角色身分對照,,,https://300data.com/hero/266.html; https://300data.com/data/api/hero_info/id/266,evidence/hero-backgrounds/266.json
267,灶门炭治郎,Name_Tanzhilang,../DATA/CHARACTER/ROLEACTION/267.x,formal,official_client_hero_c.dat,300data.com,灶门炭治郎,鬼滅之刃,漫畫／動畫,角色身分對照,,,https://300data.com/hero/267.html; https://300data.com/data/api/hero_info/id/267,evidence/hero-backgrounds/267.json
268,射命丸文,Name_shemingwanwen,../DATA/CHARACTER/ROLEACTION/268.x,formal,official_client_hero_c.dat,300data.com,射命丸文,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/268.html; https://300data.com/data/api/hero_info/id/268,evidence/hero-backgrounds/268.json
269,尤吉欧,Name_YouJiOu,../DATA/CHARACTER/ROLEACTION/269.x,formal,official_client_hero_c.dat,300data.com,尤吉欧,刀劍神域 Sword Art Online,小說／動畫,角色身分對照,,,https://300data.com/hero/269.html; https://300data.com/data/api/hero_info/id/269,evidence/hero-backgrounds/269.json
270,迪奥·布兰度,Name_DIO,../DATA/CHARACTER/ROLEACTION/270.x,formal,official_client_hero_c.dat,300data.com,DIO／迪奧·布蘭度,JoJo 的奇妙冒險 第三部：星塵遠征軍,漫畫／動畫,角色身分對照,使用系列角色 DIO 名稱，主要戰鬥形態對應第三部；人物初登場在第一部。,,https://300data.com/hero/270.html; https://300data.com/data/api/hero_info/id/270,evidence/hero-backgrounds/270.json
271,环彩羽,Name_HuanCaiYu,../DATA/CHARACTER/ROLEACTION/271.x,formal,official_client_hero_c.dat,300data.com,環彩羽,魔法紀錄 魔法少女小圓外傳,遊戲／動畫,角色身分對照,,,https://300data.com/hero/271.html; https://300data.com/data/api/hero_info/id/271,evidence/hero-backgrounds/271.json
272,梅普露,Name_MeiPuLu,../DATA/CHARACTER/ROLEACTION/272.x,formal,official_client_hero_c.dat,300data.com,梅普露／本條楓,怕痛的我，把防禦力點滿就對了,小說／動畫,角色身分對照,,,https://300data.com/hero/272.html; https://300data.com/data/api/hero_info/id/272,evidence/hero-backgrounds/272.json
273,机械神梅普露,Name_MeiPuLuMech,../DATA/CHARACTER/ROLEACTION/273.x,formal,official_client_hero_c.dat,300data.com,梅普露（機械神形態）,怕痛的我，把防禦力點滿就對了,小說／動畫,角色身分對照,同一角色的機械神形態。,,https://300data.com/hero/273.html; https://300data.com/data/api/hero_info/id/273,evidence/hero-backgrounds/273.json
274,蝴蝶忍,Name_HuDieRen,../DATA/CHARACTER/ROLEACTION/274.x,formal,official_client_hero_c.dat,300data.com,蝴蝶忍,鬼滅之刃,漫畫／動畫,角色身分對照,,,https://300data.com/hero/274.html; https://300data.com/data/api/hero_info/id/274,evidence/hero-backgrounds/274.json
275,蓬莱山辉夜,Name_Penglaishanhuiye,../DATA/CHARACTER/ROLEACTION/275.x,formal,official_client_hero_c.dat,300data.com,蓬莱山辉夜,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/275.html; https://300data.com/data/api/hero_info/id/275,evidence/hero-backgrounds/275.json
276,梅普露,Name_MeiPuLui,../DATA/CHARACTER/ROLEACTION/276.x,formal,official_client_hero_c.dat,300data.com,梅普露／本條楓（另一資料條目）,怕痛的我，把防禦力點滿就對了,小說／動畫,角色身分對照,與 ID 272 同名，保留不同 ID；未臆定成另一位原作人物。,,https://300data.com/hero/276.html; https://300data.com/data/api/hero_info/id/276,evidence/hero-backgrounds/276.json
278,C.C.,Name_CC,../DATA/CHARACTER/ROLEACTION/278.x,formal,official_client_hero_c.dat,300data.com,C.C.,Code Geass 反叛的魯路修,動畫,角色身分對照,,,https://300data.com/hero/278.html; https://300data.com/data/api/hero_info/id/278,evidence/hero-backgrounds/278.json
279,涂山红红,Name_tushanhonghong,../DATA/CHARACTER/ROLEACTION/279.x,formal,official_client_hero_c.dat,300data.com,涂山红红,狐妖小紅娘,中國漫畫／動畫,角色身分對照,,,https://300data.com/hero/279.html; https://300data.com/data/api/hero_info/id/279,evidence/hero-backgrounds/279.json
280,王也,Name_Wangye,../DATA/CHARACTER/ROLEACTION/280.x,formal,official_client_hero_c.dat,300data.com,王也,一人之下,中國漫畫／動畫,角色身分對照,,,https://300data.com/hero/280.html; https://300data.com/data/api/hero_info/id/280,evidence/hero-backgrounds/280.json
281,藤原妹红,Name_tengyuanmeihong,../DATA/CHARACTER/ROLEACTION/281.x,formal,official_client_hero_c.dat,300data.com,藤原妹红,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/281.html; https://300data.com/data/api/hero_info/id/281,evidence/hero-backgrounds/281.json
282,和真&惠惠,Name_hezhenhuihui,../DATA/CHARACTER/ROLEACTION/282.x,formal,official_client_hero_c.dat,300data.com,佐藤和真＋惠惠,為美好的世界獻上祝福！,小說／動畫,角色身分對照,和真與惠惠是兩位原作人物，共用一個英雄條目。,,https://300data.com/hero/282.html; https://300data.com/data/api/hero_info/id/282,evidence/hero-backgrounds/282.json
283,帕秋莉·诺蕾姬,Name_paqiulinuoleiji,../DATA/CHARACTER/ROLEACTION/283.x,formal,official_client_hero_c.dat,300data.com,帕秋莉·诺蕾姬,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/283.html; https://300data.com/data/api/hero_info/id/283,evidence/hero-backgrounds/283.json
284,托尔,Name_TuoEr,../DATA/CHARACTER/ROLEACTION/284.x,formal,official_client_hero_c.dat,300data.com,托尔,小林家的龍女僕,漫畫／動畫,角色身分對照,,,https://300data.com/hero/284.html; https://300data.com/data/api/hero_info/id/284,evidence/hero-backgrounds/284.json
285,吉良吉影,Name_JiLiangJiYing,../DATA/CHARACTER/ROLEACTION/285.x,formal,official_client_hero_c.dat,300data.com,吉良吉影,JoJo 的奇妙冒險 第四部：不滅鑽石,漫畫／動畫,角色身分對照,,,https://300data.com/hero/285.html; https://300data.com/data/api/hero_info/id/285,evidence/hero-backgrounds/285.json
286,食蜂操祈,Name_shifengcaoqi,../DATA/CHARACTER/ROLEACTION/286.x,formal,official_client_hero_c.dat,300data.com,食蜂操祈,魔法禁書目錄／科學超電磁砲,小說／漫畫／動畫,角色身分對照,,,https://300data.com/hero/286.html; https://300data.com/data/api/hero_info/id/286,evidence/hero-backgrounds/286.json
287,赛贝丝,Name_Saibeisi,../DATA/CHARACTER/ROLEACTION/287.x,formal,official_client_hero_c.dat,300data.com,赛贝丝,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/287.html; https://300data.com/data/api/hero_info/id/287; https://300.jumpw.com/details/299/13931.html,evidence/hero-backgrounds/287.json
288,闻人翊悬,Name_Wenrenyixuan,../DATA/CHARACTER/ROLEACTION/288.x,formal,official_client_hero_c.dat,300data.com,闻人翊悬,霧山五行,中國動畫,角色身分對照,,,https://300data.com/hero/288.html; https://300data.com/data/api/hero_info/id/288; https://activity.jumpw.com/300hero/wswx/hx.jsp,evidence/hero-backgrounds/288.json
289,莉姆,Name_limu,../DATA/CHARACTER/ROLEACTION/289.x,formal,official_client_hero_c.dat,300data.com,莉姆（Rim；粉紅魔龍）,迷宮黑心企業／異世界迷宮黑心企業,漫畫／動畫,角色身分對照,背景的二之宮金治與粉紅魔龍對應 Rim，不是《轉生史萊姆》的利姆路。,,https://300data.com/hero/289.html; https://300data.com/data/api/hero_info/id/289,evidence/hero-backgrounds/289.json
290,申屠子夜,Name_shentuziye,../DATA/CHARACTER/ROLEACTION/290.x,formal,official_client_hero_c.dat,300data.com,申屠子夜,霧山五行,中國動畫,角色身分對照,,,https://300data.com/hero/290.html; https://300data.com/data/api/hero_info/id/290,evidence/hero-backgrounds/290.json
291,结城友奈,Name_JieChengYouNai,../DATA/CHARACTER/ROLEACTION/261.x,formal,official_client_hero_c.dat,300data.com,结城友奈,結城友奈是勇者,動畫,角色身分對照,,,https://300data.com/hero/291.html; https://300data.com/data/api/hero_info/id/291,evidence/hero-backgrounds/291.json
292,木之本樱,Name_muzhibenying,../DATA/CHARACTER/ROLEACTION/292.x,formal,official_client_hero_c.dat,300data.com,木之本樱,庫洛魔法使／魔卡少女櫻,漫畫／動畫,角色身分對照,,,https://300data.com/hero/292.html; https://300data.com/data/api/hero_info/id/292,evidence/hero-backgrounds/292.json
293,红美铃,Name_hongmeiling,../DATA/CHARACTER/ROLEACTION/293.x,formal,official_client_hero_c.dat,300data.com,红美铃,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/293.html; https://300data.com/data/api/hero_info/id/293,evidence/hero-backgrounds/293.json
294,逢坂大河,Name_fengbandahe,../DATA/CHARACTER/ROLEACTION/294.x,formal,official_client_hero_c.dat,300data.com,逢坂大河,TIGER×DRAGON！／龍與虎,小說／動畫,角色身分對照,,,https://300data.com/hero/294.html; https://300data.com/data/api/hero_info/id/294,evidence/hero-backgrounds/294.json
295,古明地觉&古明地恋,Name_gumingdijue_gumingdilian,../DATA/CHARACTER/ROLEACTION/295.x,formal,official_client_hero_c.dat,300data.com,古明地覺＋古明地戀,東方 Project,遊戲／出版作品,角色身分對照,古明地姐妹是兩位原作人物，共用一個英雄條目。,,https://300data.com/hero/295.html; https://300data.com/data/api/hero_info/id/295,evidence/hero-backgrounds/295.json
296,夏提雅,Name_xiatiya,../DATA/CHARACTER/ROLEACTION/296.x,formal,official_client_hero_c.dat,300data.com,夏提雅·布拉德弗倫,OVERLORD,小說／動畫,角色身分對照,,,https://300data.com/hero/296.html; https://300data.com/data/api/hero_info/id/296,evidence/hero-backgrounds/296.json
300,凯菈,Name_Killer,../DATA/CHARACTER/ROLEACTION/300.x,formal,official_client_hero_c.dat,300data.com,凯菈,300英雄原創,遊戲原創,角色身分對照,,,https://300data.com/hero/300.html; https://300data.com/data/api/hero_info/id/300; https://300.jumpw.com/details/301/14710.html,evidence/hero-backgrounds/300.json
301,北方酱,Name_beifangjiang,../DATA/CHARACTER/ROLEACTION/301.x,formal,official_client_hero_c.dat,300data.com,北方棲姬,艦隊 Collection／艦隊收藏,遊戲／動畫,角色身分對照,,,https://300data.com/hero/301.html; https://300data.com/data/api/hero_info/id/301,evidence/hero-backgrounds/301.json
302,风鸣翼,Name_fengmingyi,../DATA/CHARACTER/ROLEACTION/302.x,formal,official_client_hero_c.dat,300data.com,风鸣翼,戰姬絕唱 SYMPHOGEAR,動畫,角色身分對照,,,https://300data.com/hero/302.html; https://300data.com/data/api/hero_info/id/302,evidence/hero-backgrounds/302.json
303,菈菈,Name_lala,../DATA/CHARACTER/ROLEACTION/303.x,formal,official_client_hero_c.dat,300data.com,菈菈·撒塔琳·戴比路克,出包王女 To LOVE-Ru,漫畫／動畫,角色身分對照,,,https://300data.com/hero/303.html; https://300data.com/data/api/hero_info/id/303,evidence/hero-backgrounds/303.json
304,茵蒂克丝,Name_yindikesi,../DATA/CHARACTER/ROLEACTION/304.x,formal,official_client_hero_c.dat,300data.com,茵蒂克絲／Index,魔法禁書目錄／科學超電磁砲,小說／漫畫／動畫,角色身分對照,,,https://300data.com/hero/304.html; https://300data.com/data/api/hero_info/id/304,evidence/hero-backgrounds/304.json
305,温蒂,Name_WenDi,../DATA/CHARACTER/ROLEACTION/305.x,formal,official_client_hero_c.dat,300data.com,溫蒂·馬貝爾,FAIRY TAIL 魔導少年／妖精的尾巴,漫畫／動畫,角色身分對照,,,https://300data.com/hero/305.html; https://300data.com/data/api/hero_info/id/305,evidence/hero-backgrounds/305.json
306,电次,Name_DianCi,../DATA/CHARACTER/ROLEACTION/306.x,formal,official_client_hero_c.dat,300data.com,淀治／電次,鏈鋸人,漫畫／動畫,角色身分對照,,,https://300data.com/hero/306.html; https://300data.com/data/api/hero_info/id/306,evidence/hero-backgrounds/306.json
307,空条徐伦,Name_kongtiaoxulun,../DATA/CHARACTER/ROLEACTION/307.x,formal,official_client_hero_c.dat,300data.com,空條徐倫,JoJo 的奇妙冒險 第六部：石之海,漫畫／動畫,角色身分對照,,,https://300data.com/hero/307.html; https://300data.com/data/api/hero_info/id/307,evidence/hero-backgrounds/307.json
308,木更,Name_mugeng,../DATA/CHARACTER/ROLEACTION/308.x,formal,official_client_hero_c.dat,300data.com,木更（Engage Kiss）,Engage Kiss 契約之吻,動畫,角色身分對照,出自 Engage Kiss；不是《黑色子彈》的天童木更。,,https://300data.com/hero/308.html; https://300data.com/data/api/hero_info/id/308,evidence/hero-backgrounds/308.json
310,蕾姆,Name_leimu,../DATA/CHARACTER/ROLEACTION/310.x,formal,official_client_hero_c.dat,300data.com,蕾姆,Re:從零開始的異世界生活,小說／動畫,角色身分對照,,,https://300data.com/hero/310.html; https://300data.com/data/api/hero_info/id/310,evidence/hero-backgrounds/310.json
311,琪露诺,Name_qilunuo,../DATA/CHARACTER/ROLEACTION/311.x,formal,official_client_hero_c.dat,300data.com,琪露诺,東方 Project,遊戲／出版作品,角色身分對照,,,https://300data.com/hero/311.html; https://300data.com/data/api/hero_info/id/311,evidence/hero-backgrounds/311.json
312,石神千空,Name_shishenqiankong,../DATA/CHARACTER/ROLEACTION/312.x,formal,official_client_hero_c.dat,300data.com,石神千空,Dr.STONE 新石紀,漫畫／動畫,角色身分對照,,,https://300data.com/hero/312.html; https://300data.com/data/api/hero_info/id/312,evidence/hero-backgrounds/312.json
313,苍星石,Name_cangxingshi,../DATA/CHARACTER/ROLEACTION/313.x,formal,official_client_hero_c.dat,300data.com,苍星石,薔薇少女 Rozen Maiden,漫畫／動畫,角色身分對照,,,https://300data.com/hero/313.html; https://300data.com/data/api/hero_info/id/313,evidence/hero-backgrounds/313.json
314,芙蕾雅,Name_fuleiya,../DATA/CHARACTER/ROLEACTION/314.x,formal,official_client_hero_c.dat,300data.com,芙蕾雅,300英雄原創,遊戲原創,角色身分對照,官方周年宣傳中的原創 300 娘；不是同名的《回復術士》或《在地下城尋求邂逅》人物。,,https://300data.com/hero/314.html; https://300data.com/data/api/hero_info/id/314; https://ol.gamersky.com/news/202311/1669137.shtml,evidence/hero-backgrounds/314.json
