# owner 2026-08-21 ①②③④⑦「B 全轉」**之前**的原始數值 —— ⛔ 不是說明文件，是**退路**。
# 級距是一支技能一格 ⇒ 傷害的 perRank 與耗魔的逐階陣列在轉換時交出去了。
# 這一份留著那一半，理由與 docs/legacy/_w3x-fidelity-superseded.md 逐字相同：
# **測試可以跟著設計走，知識不可以無聲消失。**
# before = git HEAD（49caceb8）· after = 這一批落地之後。
id	name	cd_before	cd_after	cooldownTier	mp_before	mp_after	damage_before	damage_after	range_before	range_after	rangeTier
godie-o02p.r	99-04 世界第一的公主殿下	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[225.0, 325.0, 425.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-o02p.w	99-02 最初的聲音	[15.0, 15.0, 15.0, 15.0]	[15.0, 15.0, 15.0, 15.0]	小	[100.0, 140.0, 180.0, 220.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-o030.e	30-03 痴漢火焰	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[150.0, 175.0, 200.0, 225.0]	[150.0, 150.0, 150.0, 150.0]	[{"perRank": [16.0, 32.0, 48.0, 64.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-o030.ex	30-002 變態紳士	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-o030.passive	30-00 攝影機	[90.0]	[60.0]	極大	[100.0]	[0.0]	[]	[]	29.33	29.33	
godie-o030.q	30-01 綁架	[15.0, 15.0, 15.0, 15.0, 15.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[30.0, 50.0, 70.0, 90.0, 110.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	0	6.0	中
godie-o030.r	30-04 電車之狼衝擊	[30.0, 30.0, 30.0]	[30.0, 30.0, 30.0]	中	[150.0, 210.0, 270.0]	[150.0, 150.0, 150.0]	[{"perRank": [550.0, 900.0, 1250.0]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-o030.w	30-02 酒精灌腸	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[50.0, 80.0, 110.0, 140.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ofar.e	58-03 就決定是你了!小智	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[70.0, 120.0, 170.0, 220.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [350.0, 500.0, 650.0, 800.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ofar.ex	58-002 打雷絕招	[60.0]	[60.0]	極大	[300.0]	[0.0]	[]	[]	0	0	
godie-ofar.passive	58-00 電光一閃	[35.0]	[30.0]	中	[150.0]	[0.0]	[]	[]	12	12	極大
godie-ofar.q	58-01 十萬伏特	[35.0, 35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	極小	[55.0, 85.0, 115.0, 115.0, 115.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [175, 275, 375, 375, 375]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ofar.r	58-04 瘋狂皮卡丘	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	中	[90.0, 180.0, 270.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-ogld.e	72-03 超亮白	[45.0, 45.0, 45.0]	[45.0, 45.0, 45.0]	大	[75.0, 150.0, 225.0]	[75.0, 75.0, 75.0]	[{"perRank": [6, 12, 18]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ogld.ex	72-002 億萬衛星殞落	[90.0]	[60.0]	極大	[600.0]	[0.0]	[]	[]	0	0	
godie-ogld.q	72-01洗刷刷	[35.0, 35.0, 35.0, 35.0, 35.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	中	[100.0, 200.0, 300.0, 300.0, 300.0]	[100.0, 100.0, 100.0, 100.0, 100.0]	[{"perRank": [150, 300, 450, 450, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ogld.r	72-04 黑化	[90, 90, 90]	[90.0, 90.0, 90.0]	大	[250, 350, 450]	[250.0, 250.0, 250.0]	[{"perRank": [180, 360, 540]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-ogld.w	72-02 黑人牙菌斑	[15.0, 15.0, 15.0]	[15.0, 15.0, 15.0]	小	[60.0, 80.0, 110.0]	[73.0, 73.0, 73.0]	[{"perRank": [20, 30, 40]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ogrh.e	09-03 超級賽亞人	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[160.0, 240.0, 320.0, 400.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-ogrh.ex	09-002 十倍龜派氣功	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-ogrh.q	09-01 界王拳	[45.0, 45.0, 45.0, 45.0, 57.0]	[45.0, 45.0, 45.0, 45.0, 45.0]	大	[60.0, 75.0, 100.0, 125.0, 175.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [55, 90, 125, 160, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ogrh.r	09-04 龜派氣功	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[210.0, 310.0, 410.0]	[210.0, 210.0, 210.0]	[{"perRank": [450.0, 750.0, 1050.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ogrh.w	09-02 瞬間移動	[18.0, 18.0, 18.0, 18.0]	[15.0, 15.0, 15.0, 15.0]	小	[100.0, 100.0, 100.0, 100.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-orkn.e	30-03 痴漢火焰	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[150.0, 175.0, 200.0, 225.0]	[150.0, 150.0, 150.0, 150.0]	[{"perRank": [16, 32, 48, 64]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-orkn.ex	30-002 變態紳士	[60.0]	[60.0]	中	[120.0]	[0.0]	[]	[]	0	0	
godie-orkn.passive	30-00 攝影機	[90.0]	[60.0]	極大	[100.0]	[0.0]	[]	[]	29.33	29.33	
godie-orkn.q	30-01 綁架	[15.0, 15.0, 15.0, 15.0, 15.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[30.0, 50.0, 70.0, 90.0, 110.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	0	6.0	中
godie-orkn.r	30-04 電車之狼衝擊	[30.0, 30.0, 30.0]	[30.0, 30.0, 30.0]	中	[150.0, 210.0, 270.0]	[150.0, 150.0, 150.0]	[{"perRank": [550.0, 900.0, 1250.0]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-orkn.w	30-02 酒精灌腸	[30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[50.0, 80.0, 110.0, 140.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-osam.e	34-03 爆碎牙	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [15, 15, 15, 15]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-osam.ex	34-002 冥道殘月破	[65.0]	[60.0]	中	[800.0]	[800.0]	[{"flat": 300}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-osam.passive	34-00 靈魂吞噬	[60.0]	[60.0]	極大	[160.0]	[0.0]	[]	[]	0	0	
godie-osam.q	34-01 毒華爪	[12.0, 12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0, 60.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-osam.r	34-04 奧義˙蒼龍破	[45.0, 45.0, 45.0]	[45.0, 45.0, 45.0]	大	[200.0, 300.0, 400.0]	[200.0, 200.0, 200.0]	[{"perRank": [600, 900, 1200]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-osam.w	34-02 閃光鞭	[12.0, 12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0, 60.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-u00h.e	39-03 無明神風流-蛟龍	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[215.0, 245.0, 275.0, 305.0]	[215.0, 215.0, 215.0, 215.0]	[{"perRank": [350.0, 450.0, 550.0, 650.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00h.ex	39-002-紅王	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-u00h.passive	39-00 無明神風流-玄武	[35.0]	[30.0]	中	[90.0]	[0.0]	[]	[]	0	0	
godie-u00h.q	39-01 無明神風流-白虎	[25.0, 25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[35.0, 55.0, 55.0, 95.0, 95.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [75.0, 175.0, 250.0, 325.0, 325.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-u00h.r	39-04 祕奧義．金色的神風	[60, 60, 60]	[60.0, 60.0, 60.0]	中	[175, 275, 375]	[175.0, 175.0, 175.0]	[{"perRank": [333, 555, 777]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-u00h.w	39-02 無明神風流-朱雀	[50.0, 50.0, 50.0, 50.0]	[45.0, 45.0, 45.0, 45.0]	小	[50.0, 80.0, 110.0, 140.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [150, 250, 350, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-u00j.e	74-03 闇之天使	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[200.0, 275.0, 350.0, 425.0]	[200.0, 200.0, 200.0, 200.0]	[{"perRank": [150, 250, 350, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-u00j.ex	74-002 超新星	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-u00j.q	74-01 獄門	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	小	[120.0, 155.0, 190.0, 225.0]	[120.0, 120.0, 120.0, 120.0]	[{"perRank": [350, 450, 550, 650]}]	[{"damageTier": "極小", "flat": 600.0}]	0.0	0.0	
godie-u00j.r	74-04 最終殞落星	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[220.0, 330.0, 440.0]	[220.0, 220.0, 220.0]	[{"perRank": [75, 75, 75]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00j.w	74-02 八刀一閃	[30.0, 30.0, 30.0, 50.0, 50.0]	[45.0, 45.0, 45.0, 45.0, 45.0]	大	[150.0, 180.0, 210.0, 275.0, 275.0]	[150.0, 150.0, 150.0, 150.0, 150.0]	[{"perRank": [150, 250, 350, 450, 550]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00k.e	71-03 厄夜靈魂	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[160.0, 320.0, 480.0, 640.0]	[160.0, 160.0, 160.0, 160.0]	[{"perRank": [80, 160, 240, 320]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00k.ex	71-002 夜之主	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-u00k.q	71-01 死亡隕落	[45.0, 45.0, 45.0]	[45.0, 45.0, 45.0]	小	[85.0, 135.0, 185.0]	[85.0, 85.0, 85.0]	[{"perRank": [250, 400, 550]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00k.r	71-04 萬惡歸宗	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[150.0, 250.0, 350.0]	[150.0, 150.0, 150.0]	[{"perRank": [150, 300, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00k.w	71-02 靈魂吸取	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160, 200]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00l.e	25-03 北斗百裂拳	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	中	[165.0, 240.0, 315.0, 390.0]	[165.0, 165.0, 165.0, 165.0]	[{"perRank": [300.0, 550.0, 800.0, 1050.0]}]	[{"damageTier": "極小", "flat": 600.0}]	3	3	極小
godie-u00l.ex	25-002 喔拉喔拉喔拉喔拉	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-u00l.passive	25-00 北斗暗殺拳	[45.0]	[45.0]	大	[70.0]	[0.0]	[]	[]	0	0	
godie-u00l.q	25-01 北斗懺悔拳	[25.0, 25.0, 25.0, 25.0, 8.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[90.0, 120.0, 150.0, 325.0, 85.0]	[90.0, 90.0, 90.0, 90.0, 90.0]	[{"perRank": [150, 300, 450, 600, 750]}]	[{"damageTier": "極小", "flat": 600.0}]	3	3	極小
godie-u00l.r	25-04 ChangeDNA	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[80.0, 160.0, 240.0]	[80.0, 80.0, 80.0]	[{"perRank": [80, 120, 160]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00l.w	25-02 北斗神拳秘訣轉龍呼吸法	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [12.0, 15.0, 18.0, 21.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00n.e	76-03 伸縮自如的槍亂打	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[130.0, 160.0, 190.0, 220.0]	[130.0, 130.0, 130.0, 130.0]	[{"perRank": [500, 600, 800, 1000]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-u00n.ex	76-002 霸王色	[60.0]	[60.0]	極大	[250.0]	[0.0]	[]	[]	0	0	
godie-u00n.q	76-01 伸縮自如的橡膠戰斧	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[80.0, 110.0, 140.0, 170.0]	[80.0, 80.0, 80.0, 80.0]	[{"perRank": [250.0, 375.0, 500.0, 625.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-u00n.r	76-04 三檔.巨人迴旋彈	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	中	[200.0, 310.0, 420.0]	[200.0, 200.0, 200.0]	[{"perRank": [600.0, 900.0, 1200.0]}]	[{"damageTier": "小", "flat": 1500.0}]	0.0	0.0	
godie-u00n.w	76-02 伸縮自如的橡膠火箭砲	[25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0]	小	[65.0, 95.0, 125.0, 155.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [200.0, 300.0, 400.0, 500.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-u00o.e	76-03 伸縮自如的槍亂打	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[130.0, 160.0, 190.0, 220.0]	[130.0, 130.0, 130.0, 130.0]	[{"perRank": [400.0, 600.0, 800.0, 1000.0]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-u00o.ex	76-002 霸王色	[60.0]	[60.0]	極大	[250.0]	[0.0]	[]	[]	0	0	
godie-u00o.q	76-01 伸縮自如的橡膠戰斧	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[80.0, 110.0, 140.0, 170.0]	[80.0, 80.0, 80.0, 80.0]	[{"perRank": [250.0, 375.0, 500.0, 625.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-u00o.r	76-04 三檔.巨人迴旋彈	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	中	[200.0, 310.0, 420.0]	[200.0, 200.0, 200.0]	[{"perRank": [600.0, 900.0, 1200.0]}]	[{"damageTier": "小", "flat": 1500.0}]	0.0	0.0	
godie-u00o.w	76-02 伸縮自如的橡膠火箭砲	[25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0]	小	[65.0, 95.0, 125.0, 155.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [200.0, 300.0, 400.0, 500.0]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-u00v.e	78-03 廬山昇龍破	[55, 55, 55, 55]	[45.0, 45.0, 45.0, 45.0]	小	[150, 240, 330, 420]	[150.0, 150.0, 150.0, 150.0]	[{"perRank": [450, 600, 750, 900]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-u00v.ex	78-002 加速爆體	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-u00v.q	78-01 斬鐵拳	[12.0, 12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0, 60.0]	[0.0, 0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-u00v.r	78-04 死亡噴射肘擊	[50.0, 50.0, 50.0]	[45.0, 45.0, 45.0]	大	[110.0, 160.0, 210.0]	[110.0, 110.0, 110.0]	[{"perRank": [450.0, 700.0, 950.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u00v.w	78-02 地走龍牙破	[55.0, 55.0, 55.0, 55.0]	[45.0, 45.0, 45.0, 45.0]	大	[75.0, 105.0, 135.0, 165.0]	[75.0, 75.0, 75.0, 75.0]	[{"perRank": [200.0, 300.0, 400.0, 500.0]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u010.e	38-03 邪王炎殺黑龍波	[60.0, 60.0, 60.0, 60.0]	[60.0, 60.0, 60.0, 60.0]	極大	[215.0, 300.0, 385.0, 470.0]	[215.0, 215.0, 215.0, 215.0]	[{"perRank": [650, 900, 1150, 1400]}]	[{"damageTier": "小", "flat": 1500.0}]	12	12	極大
godie-u010.ex	38-002 究極暴走黑龍波	[60.0]	[60.0]	中	[120.0]	[120.0]	[{"flat": 900}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-u010.q	38-01 邪王炎殺劍	[45.0, 45.0, 45.0, 50.0, 50.0]	[45.0, 45.0, 45.0, 45.0, 45.0]	大	[85.0, 115.0, 145.0, 275.0, 275.0]	[85.0, 85.0, 85.0, 85.0, 85.0]	[{"perRank": [250, 350, 450, 550, 650]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u010.r	38-04 黑龍波吸收	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[100.0, 200.0, 300.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-u010.w	38-02 邪王炎殺煉獄焦	[25.0, 25.0, 25.0, 25.0, 25.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	極小	[75.0, 125.0, 175.0, 175.0, 175.0]	[75.0, 75.0, 75.0, 75.0, 75.0]	[{"perRank": [250, 400, 550, 700, 850]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-u01u.e	11-03 鬼氣九刀流-阿修羅壹霧銀	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	大	[100.0, 130.0, 160.0, 190.0]	[100.0, 100.0, 100.0, 100.0]	[{"perRank": [300, 450, 600, 750]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-u01u.ex	11-002 武裝色霸氣	[60.0]	[60.0]	中	[390.0]	[0.0]	[]	[]	0	0	
godie-u01u.passive	11-00 三刀流	[30.0]	[30.0]	中	[45.0]	[0.0]	[]	[]	0	0	
godie-u01u.q	11-01 燒鬼斬	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	0	0	
godie-u01u.r	11-04 三千世界	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[111.0, 222.0, 333.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-u01u.w	11-02 虎狩獵	[45.0, 45.0, 45.0, 45.0]	[45.0, 45.0, 45.0, 45.0]	小	[75.0, 100.0, 125.0, 150.0]	[75.0, 75.0, 75.0, 75.0]	[{"perRank": [250.0, 325.0, 400.0, 475.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0.0	0.0	
godie-u034.e	06-03 山形修煉-強	[12.0, 12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160, 200, 240]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-u034.ex	06-002 殺意	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-u034.passive	06-00 猜猜拳	[45.0]	[45.0]	大	[140.0]	[140.0]	[{"perRank": [350.0]}]	[{"damageTier": "極小", "flat": 600.0}]	4.5	4.5	小
godie-u034.q	06-01 山形修煉-放	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [300.0, 375.0, 450.0, 525.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-u034.r	06-04 傑桑變化	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	極大	[200.0, 300.0, 400.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-u034.w	06-02 山形修煉-變	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [350.0, 450.0, 550.0, 650.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-ubal.e	37-02 黑核晶	[5.0, 5.0, 5.0, 5.0]	[6.0, 6.0, 6.0, 6.0]	極小	[100.0, 150.0, 200.0, 250.0]	[100.0, 100.0, 100.0, 100.0]	[{"perRank": [300, 450, 600, 750]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-ubal.ex	37-002 真‧黑核晶	[20.0]	[30.0]	極小	[600.0]	[600.0]	[{"flat": 300}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-ubal.passive	37-00 鬼眼	[45.0]	[45.0]	小	[150.0]	[0.0]	[]	[]	22.0	22.0	
godie-ubal.q	37-01 凱薩之鷹	[15.0, 15.0, 15.0]	[15.0, 15.0, 15.0]	小	[75.0, 105.0, 135.0]	[75.0, 75.0, 75.0]	[{"perRank": [220, 340, 460]}]	[{"damageTier": "極小", "flat": 600.0}]	6	6	中
godie-ubal.r	37-04 魔界之王	[90.0, 90.0, 90.0]	[60.0, 60.0, 60.0]	極大	[60.0, 300.0, 450.0]	[73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ubal.w	37-03 災難之牆	[60.0, 50.0, 40.0, 30.0]	[30.0, 30.0, 30.0, 30.0]	中	[350.0, 450.0, 550.0, 650.0]	[350.0, 350.0, 350.0, 350.0]	[{"perRank": [450, 450, 450, 450]}]	[{"damageTier": "極小", "flat": 600.0}]	8	8	大
godie-ucrl.e	06-03 山形修煉-強	[12.0, 12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [80, 120, 160, 200, 240]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-ucrl.ex	06-002 殺意	[60.0]	[60.0]	極大	[120.0]	[0.0]	[]	[]	0	0	
godie-ucrl.passive	06-00 猜猜拳	[45.0]	[45.0]	大	[140.0]	[140.0]	[{"perRank": [350.0]}]	[{"damageTier": "極小", "flat": 600.0}]	4.5	4.5	小
godie-ucrl.q	06-01 山形修煉-放	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [300.0, 375.0, 450.0, 525.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-ucrl.r	06-04 傑桑變化	[60.0, 60.0, 60.0]	[60.0, 60.0, 60.0]	中	[200.0, 300.0, 400.0]	[0.0, 0.0, 0.0]	[]	[]	0	0	
godie-ucrl.w	06-02 山形修煉-變	[12.0, 12.0, 12.0, 12.0]	[6.0, 6.0, 6.0, 6.0]	極小	[60.0, 60.0, 60.0, 60.0]	[73.0, 73.0, 73.0, 73.0]	[{"perRank": [350.0, 450.0, 550.0, 650.0]}]	[{"damageTier": "極小", "flat": 600.0}]	0	0	
godie-udea.e	65-03 魔法膨脹	[25.0, 25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0, 15.0]	小	[60.0, 150.0, 225.0, 300.0, 300.0]	[73.0, 73.0, 73.0, 73.0, 73.0]	[{"perRank": [200, 400, 600, 800, 800]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
godie-udea.ex	65-002 永恆的愚蠢鄉	[90.0]	[60.0]	極大	[350.0]	[0.0]	[]	[]	0	0	
godie-udea.q	65-01 神出鬼沒	[25.0, 25.0, 25.0, 25.0]	[15.0, 15.0, 15.0, 15.0]	小	[150.0, 250.0, 350.0, 450.0]	[0.0, 0.0, 0.0, 0.0]	[]	[]	12	12	極大
godie-udea.r	65-04 天譴	[90.0, 60.0, 30.0]	[30.0, 30.0, 30.0]	極小	[250.0, 350.0, 450.0]	[250.0, 250.0, 250.0]	[{"perRank": [150.0, 200.0, 250.0]}, {"perRank": [500.0, 1000.0, 1500.0]}]	[{"perRank": [150.0, 200.0, 250.0]}, {"damageTier": "小", "flat": 1500.0}]	8	8	大
godie-udea.w	65-02 寒冰破碎	[30.0, 30.0, 30.0, 30.0, 30.0]	[30.0, 30.0, 30.0, 30.0, 30.0]	中	[150.0, 215.0, 280.0, 280.0, 280.0]	[150.0, 150.0, 150.0, 150.0, 150.0]	[{"perRank": [150, 350, 550, 550, 550]}]	[{"damageTier": "極小", "flat": 600.0}]	12	12	極大
